RF,U
0.0,0.0
5153.096786975861,0.05525524914264679
5623.61779499054,0.11051049828529358
5846.862300872803,0.16576574742794037
5990.917452812195,0.22102099657058716
6123.914479732513,0.30390387773513794
6212.495160579681,0.4282281994819641
6252.659537315369,0.6147146821022034
6292.125126838684,0.8357356786727905
6321.888169765472,1.056756615638733
6348.059688091278,1.2777776718139648
6372.033864021301,1.4987986087799072
6387.26590013504,1.7198196649551392
6395.533476352692,1.9408406019210815
6391.286241054535,2.1618616580963135
6385.468729972839,2.210210084915161
