RF,U
0.0,0.0
5151.754996776581,0.05525524914264679
5622.970620632172,0.11051049828529358
5847.318242549896,0.16576574742794037
5992.633238792419,0.22102099657058716
6127.787549495697,0.30390387773513794
6220.244695663452,0.4282281994819641
6266.994380474091,0.6147146821022034
6315.327290534973,0.8357356786727905
6357.924870014191,1.056756615638733
6396.307807922363,1.2777776718139648
6430.330056667328,1.4987986087799072
6460.582382678986,1.7198196649551392
6487.3303689956665,1.9408406019210815
6510.576047420502,2.1618616580963135
6516.016372680664,2.210210084915161
