RF,U
0.0,0.0
5157.314039707184,0.05525524914264679
5627.919712543488,0.11051049828529358
5850.455832481384,0.16576574742794037
5993.611693382263,0.22102099657058716
6125.007018089294,0.30390387773513794
6210.7335414886475,0.4282281994819641
6247.187384605408,0.6147146821022034
6282.765344142914,0.8357356786727905
6311.666130542755,1.056756615638733
6335.268491744995,1.2777776718139648
6354.047050476074,1.4987986087799072
6368.3288831710815,1.7198196649551392
6377.944667339325,1.9408406019210815
6385.67232131958,2.1618616580963135
6385.951762199402,2.210210084915161
