RF,U
0.0,0.0
5150.850553512573,0.05525524914264679
5620.657211780548,0.11051049828529358
5843.534055709839,0.16576574742794037
5987.292608737946,0.22102099657058716
6119.940875530243,0.30390387773513794
6208.189182758331,0.4282281994819641
6220.132075309753,0.47484979033470154
6224.585568904877,0.49233290553092957
6220.875216007233,0.5185575485229492
6199.498393058777,0.5447822213172913
6174.956254959106,0.5710068941116333
6149.529594421387,0.5972315669059753
6107.828115463257,0.636568546295166
6039.734590053558,0.6955740451812744
5926.76279258728,0.7840822339057922
5734.326179027557,0.9168446063995361
5387.171919107437,1.1159881353378296
5292.7877197265625,1.1657739877700806
5193.492131233215,1.2155598402023315
5032.2379240989685,1.290238618850708
4968.757303953171,1.3182432651519775
4867.887017965317,1.3602501153945923
4828.588679552078,1.3760026693344116
4766.668070316315,1.3996315002441406
4742.753612041473,1.4084923267364502
4704.7944395542145,1.4217835664749146
4690.015782117844,1.4267677068710327
4666.337943553925,1.4342440366744995
4622.771364688873,1.4454585313796997
4604.055983543396,1.4496638774871826
4569.517940759659,1.4559720754623413
4495.890029907227,1.4654343128204346
4397.234133720398,1.4748964309692383
4275.0328369140625,1.4843586683273315
4223.968931674957,1.4879070520401
4189.5330131053925,1.4901171922683716
4189.5330131053925,1.4901171922683716
