RF,U
0.0,0.0
5156.8191475868225,0.05525524914264679
5629.04740524292,0.11051049828529358
5853.584091663361,0.16576574742794037
5998.911908626556,0.22102099657058716
6133.863899230957,0.30390387773513794
6225.664319992065,0.4282281994819641
6271.498424053192,0.6147146821022034
6318.629118442535,0.8357356786727905
6358.975725650787,1.056756615638733
6395.882845401764,1.2777776718139648
6427.954998970032,1.4987986087799072
6456.239496231079,1.7198196649551392
6481.164590358734,1.9408406019210815
6502.785548686981,2.1618616580963135
6509.31756401062,2.210210084915161
