TRUE_STRESS,PLASTIC_STRAIN
339.062,0.0
351.121,3.714480408619847e-05
362.248,7.915009731365502e-05
370.602,0.0001356090046453146
376.505,0.00020484128427461176
380.583,0.00028358336509941534
383.463,0.0003685716760175922
385.771,0.00045654264592700773
388.115,0.0005443271400609607
390.747,0.0006306083697034013
393.596,0.0007157599782865876
396.578,0.0008002175778424189
399.609,0.0008844167804027924
402.607,0.000968793197999606
405.487,0.0010537824426647576
408.166,0.0011398201083004558
410.581,0.0012272300235361274
412.744,0.0013159597564920162
414.678,0.0014058777806999344
416.41,0.0014968525696916928
417.964,0.0015887525969991063
419.365,0.0016814463361539869
420.64,0.0017748022606881469
421.813,0.0018686888441333995
422.909,0.001962974560021556
423.954,0.00205752788188443
424.97,0.0021522339131064758
425.963,0.0022470597253034094
426.934,0.0023419976014033388
427.885,0.002437039831237898
428.818,0.0025321787046387228
429.734,0.0026274065114374485
430.634,0.0027227155414657114
431.519,0.002818098084555145
432.393,0.0029135464305373848
433.255,0.003009052869244068
434.107,0.003104609690506829
434.952,0.003200209184157303
435.789,0.0032958436400271247
436.622,0.0033915056300648063
437.449,0.0034871942465397416
438.27,0.003582915119664544
439.083,0.003678674165293173
439.889,0.0037744772992795873
440.684,0.003870330437477746
441.469,0.00396623949574161
442.242,0.004062210389925138
443.002,0.00415824903588229
443.748,0.004254361349467026
444.479,0.004350553246533306
445.193,0.004446830642935088
445.89,0.004543199453613862
446.568,0.004639663218424106
447.229,0.00473621795640611
447.874,0.0048328582014870785
448.503,0.004929578487594219
449.118,0.005026373348654735
449.719,0.005123237318595832
450.309,0.005220164931344717
450.887,0.005317150720828593
451.455,0.005414189220974666
452.015,0.005511274965710141
452.566,0.005608402488962223
453.11,0.005705566324658121
453.648,0.005802761006725034
454.181,0.005899981075063172
454.711,0.00599722260350886
455.236,0.0060944852301568165
455.757,0.0061917690981472965
456.274,0.006289074350620546
456.787,0.006386401130716818
457.296,0.006483749581576368
457.8,0.00658111984633944
458.301,0.006678512068146288
458.797,0.006775926390137165
