RF,U
0.0,0.0
5153.342697620392,0.05525524914264679
5624.306361198425,0.11051049828529358
5848.010872364044,0.16576574742794037
5992.542772769928,0.22102099657058716
6126.277223587036,0.30390387773513794
6216.007782459259,0.4282281994819641
6255.216954708099,0.6147146821022034
6290.811439990997,0.8357356786727905
6319.3566999435425,1.056756615638733
6341.45330619812,1.2777776718139648
6357.099239349365,1.4987986087799072
6366.124890327454,1.7198196649551392
6326.49282169342,1.9408406019210815
6302.801776885986,1.996095895767212
6266.442852497101,2.0513510704040527
6215.964936733246,2.1066064834594727
6111.318190574646,2.1894893646240234
6080.6177344322205,2.210210084915161
