RF,U
0.0,0.0
5154.305236339569,0.05525524914264679
5624.920648097992,0.11051049828529358
5848.013124465942,0.16576574742794037
5991.827615261078,0.22102099657058716
6124.297041893005,0.30390387773513794
6211.678346633911,0.4282281994819641
6249.405647754669,0.6147146821022034
6285.002278327942,0.8357356786727905
6312.159419059753,1.056756615638733
6331.61599111557,1.2777776718139648
6344.3035364151,1.4987986087799072
6331.7317271232605,1.7198196649551392
6318.6940994262695,1.7750749588012695
6300.506282329559,1.8303301334381104
6258.92867898941,1.9132130146026611
6173.2766036987305,2.0375373363494873
6077.5394587516785,2.1618616580963135
6035.93955039978,2.210210084915161
