RF,U
0.0,0.0
5156.303150653839,0.05525524914264679
5628.587200641632,0.11051049828529358
5853.287407875061,0.16576574742794037
5998.812576293945,0.22102099657058716
6134.113578796387,0.30390387773513794
6226.540867328644,0.4282281994819641
6272.46574306488,0.6147146821022034
6318.844768047333,0.8357356786727905
6359.302943229675,1.056756615638733
6395.150293827057,1.2777776718139648
6425.8600878715515,1.4987986087799072
6451.819029331207,1.7198196649551392
6475.191991329193,1.9408406019210815
6492.613125801086,2.1618616580963135
6495.6666831970215,2.210210084915161
