RF,U
0.0,0.0
5154.161285400391,0.05525524914264679
5624.409247875214,0.11051049828529358
5847.139517784119,0.16576574742794037
5990.601127147675,0.22102099657058716
6122.581021308899,0.30390387773513794
6209.373802185059,0.4282281994819641
6220.8047747612,0.47484979033470154
6224.978847026825,0.49233290553092957
6225.993360519409,0.49888908863067627
6226.281453132629,0.5013476610183716
6226.085991859436,0.5035578608512878
6223.020107746124,0.5068731904029846
6219.200051307678,0.5101884603500366
6215.093248844147,0.5135037899017334
6208.5913462638855,0.5184767842292786
6198.260156154633,0.5259362459182739
6181.74572467804,0.5371254086494446
6155.095022201538,0.553909182548523
6111.367561817169,0.5790848731994629
6038.271330833435,0.616848349571228
5911.97389793396,0.6734936237335205
5678.768349647522,0.7584615349769592
5382.700303554535,0.843429446220398
5300.713975906372,0.8646714091300964
5213.1724309921265,0.8859133720397949
5069.156047344208,0.917776346206665
5011.739552974701,0.929724931716919
4919.17496919632,0.9476478695869446
4907.300190210342,0.9498580694198608
4889.912598133087,0.9531733989715576
4877.636490345001,0.9553835988044739
4865.518003702164,0.9575937986373901
4852.697783708572,0.9598040580749512
4852.697783708572,0.9598040580749512
