TRUE_STRESS,PLASTIC_STRAIN
393.669,0.0
399.187,7.518358620325905e-05
402.761,0.0001591150821946166
405.225,0.0002480319319605273
407.418,0.00033817192556179036
409.965,0.0004267198358543843
412.822,0.0005138714456288771
415.813,0.0006004196278292752
418.762,0.0006871572553995813
421.494,0.0007748748930997936
423.903,0.0008640404526307208
426.031,0.0009544704122465605
427.936,0.0010459028242732695
429.677,0.0011380757410368028
431.311,0.0012307272148631156
432.895,0.00132360309204965
434.452,0.0014166032148990968
435.972,0.0015097685700120537
437.445,0.0016031453614986648
438.86,0.001696779793469076
440.208,0.0017907180700334321
441.478,0.0018850063545277353
442.665,0.001979670353522937
443.774,0.0020746821986769052
444.814,0.0021700053585157527
445.793,0.0022656033015655986
446.719,0.0023614394963525536
447.6,0.002457477411402731
448.444,0.002553680515242249
449.26,0.0026500122763972195
450.055,0.0027464361633937565
450.838,0.0028429156447579767
451.616,0.0029394200814307405
452.388,0.0030359451948189673
453.156,0.0031324940748298988
453.917,0.0032290698117126947
454.672,0.003325675495716515
455.42,0.003422314217090516
456.159,0.00351898906608386
456.89,0.0036157031329457036
457.611,0.0037124594094057667
458.323,0.003809258776652609
459.025,0.003906100088221779
459.719,0.004002982115715367
460.403,0.0040999036307354615
461.079,0.0041968634048841534
461.747,0.0042938602097635295
462.407,0.0043908928169756785
463.059,0.004487959998273001
463.704,0.004585060965501593
464.341,0.004682196337457359
464.97,0.004779367013499728
465.591,0.004876573892988124
466.204,0.004973817875281975
466.808,0.0050710998597407065
467.404,0.0051684207457237475
467.991,0.005265781432590524
468.569,0.005363182185517005
469.139,0.005460618788075489
469.703,0.0055580850928230756
470.261,0.005655574944753892
470.815,0.005753082188862065
471.367,0.0058506006701417234
471.918,0.005948124233586996
472.469,0.006045646724192008
473.021,0.006143161986950889
473.576,0.006240665386899276
474.133,0.00633816124247379
474.69,0.006435657139209077
475.245,0.006533160667421362
475.797,0.006630679417426876
476.344,0.0067282209795418504
476.884,0.006825792944082512
477.415,0.0069234029013650914
477.936,0.007021058438514209
478.447,0.007118763884207899
478.947,0.007216514166591721
479.439,0.007314302528656411
479.924,0.007412122213392702
480.403,0.007509966463791336
480.879,0.00760782852284305
481.351,0.0077057016335385755
481.823,0.007803579038868657
482.296,0.007901454039086677
482.77,0.007999322876440543
483.245,0.008097186089972811
483.721,0.00819504455919486
484.198,0.008292899163618079
484.676,0.008390750782753852
485.154,0.008488600296113563
485.633,0.008586448583208596
486.111,0.00868429652355034
486.59,0.008782144996803224
487.068,0.008879995119000847
487.545,0.008977848719679923
488.021,0.00907570776247598
488.496,0.00917357421102455
488.968,0.009271450028961162
489.438,0.009369337179921347
489.905,0.009467237627540634
490.368,0.009565153335454556
490.828,0.009663086267298641
491.284,0.009761037782433386
491.736,0.009859005332386478
492.185,0.009956984813993463
492.633,0.010054972120109085
493.079,0.010152963143588075
493.526,0.010250953777285177
493.974,0.01034893991405513
494.424,0.010446917446752671
494.876,0.010544882268232539
495.332,0.010642831444627125
495.791,0.010740767656014127
496.252,0.010838695259621117
496.714,0.010936618612974309
497.176,0.011034542073599904
497.636,0.011132469999024107
498.095,0.011230406746773131
498.551,0.011328356674373178
499.003,0.011426324139350458
499.45,0.011524313148820233
499.893,0.011622324151270265
500.33,0.011720355522279019
500.764,0.011818405611641795
501.194,0.011916472769153903
501.62,0.012014555344610649
502.044,0.012112651687807334
502.464,0.012210760148539267
502.883,0.012308879076601754
503.299,0.012407006810846445
503.714,0.012505141409711389
504.128,0.0126032806342783
504.541,0.01270142223129303
504.954,0.012799563947501444
505.368,0.012897703529649394
505.782,0.01299583872448274
506.199,0.013093967278747337
506.617,0.01319208693918905
507.037,0.013290195520847694
507.46,0.01338829308395532
507.885,0.013486382388224282
508.311,0.0135844663534867
508.738,0.013682547899574687
509.164,0.013780629946320368
509.59,0.013878715413555863
510.015,0.013976807221113283
510.437,0.014074908288824748
510.856,0.014173021531934844
511.273,0.014271149094016977
511.686,0.014369291486472818
512.096,0.014467449013101165
512.502,0.014565621977700829
512.905,0.014663810684070622
513.304,0.014762015436009348
513.7,0.01486023653731582
514.091,0.014958474291788842
514.48,0.015056729003224684
514.864,0.015155000455307264
515.245,0.015253286456182135
515.624,0.015351584345028155
516.0,0.015449891461024188
516.375,0.015548205143349097
516.749,0.015646522731181733
517.123,0.015744841563700963
517.497,0.01584315898008565
517.872,0.015941472350605133
518.248,0.016039780897328708
518.625,0.01613808670480642
519.002,0.016236392102912767
519.378,0.01633469942152224
519.754,0.016433010990509332
520.128,0.016531329139748537
520.5,0.01662965619911435
520.869,0.016727994498481256
521.236,0.016826345628747342
521.6,0.016924708216749053
521.962,0.01702308014626279
522.323,0.017121459301064963
522.682,0.01721984356493198
523.041,0.01731823082164025
523.399,0.017416618954966174
523.758,0.01751500584868616
524.117,0.017613389462506887
524.477,0.017711769495714305
524.838,0.017810147383394773
525.199,0.017908524635809175
525.56,0.01800690276321838
525.92,0.018105283275883267
526.279,0.018203667684064714
526.637,0.018302057498023598
526.994,0.018400453513195147
527.35,0.018498852133205596
527.707,0.01859724809486725
528.065,0.018695636131797717
528.427,0.018794010977614597
528.792,0.018892367365935508
529.163,0.01899070003037804
529.54,0.019089003705119196
529.924,0.01918727762188488
530.311,0.01928553638667196
530.698,0.019383797887827018
531.08,0.01948208001369664
531.453,0.019580400652627398
531.814,0.01967877769296588
532.158,0.01977722902305867
532.484,0.019875766987168784
532.793,0.01997437660459849
533.091,0.020073034490715853
533.384,0.02017171725858967
533.677,0.020270401521288728
533.974,0.020369063891881818
534.282,0.02046768098343773
534.604,0.02056623012069073
534.943,0.0206647070945592
535.294,0.020763127408778434
535.655,0.020861507528409342
536.02,0.02095986391851285
536.387,0.021058213044149884
536.752,0.02115657137038137
537.112,0.021254955362268218
537.462,0.021353380221371655
537.803,0.021451847462845387
538.136,0.021550350225424328
538.462,0.02164888152726728
538.784,0.021747434386533027
539.103,0.021846001821380374
539.42,0.021944576849968114
539.736,0.02204315249111512
540.054,0.022141723860506463
540.372,0.022240292820262877
540.69,0.022338862586652283
541.007,0.022437436375942612
541.323,0.0225360174044018
541.636,0.022634608888297773
541.946,0.022733214043898463
542.253,0.02283183564845171
542.556,0.02293047072638162
542.858,0.023029112257107485
543.161,0.023127753135930396
543.465,0.02322638625815143
543.772,0.02332500451907167
544.084,0.023423600813992203
544.403,0.023522168063493085
544.728,0.02362070446486652
545.058,0.023719219948220436
545.391,0.023817726024973975
545.722,0.02391623420654629
546.051,0.02401475600435652
546.374,0.02411330292982382
546.689,0.02421188649436733
546.994,0.024310516628490958
547.289,0.024409190537424172
547.576,0.02450789928830581
547.857,0.024606633908687642
548.135,0.02470538542612144
548.411,0.024804144868158972
548.687,0.024902903262352016
548.965,0.025001651643990937
549.247,0.025100383108970635
549.533,0.025199095576379345
549.824,0.02529778765439337
550.12,0.02539645795118901
550.421,0.025495105074942567
550.727,0.025593727633830343
551.039,0.025692324236028633
551.357,0.0257908936594227
551.681,0.025889440258296086
552.006,0.02598797509000923
552.332,0.02608650960936208
552.656,0.026185055271154587
552.974,0.0262836235301867
553.285,0.026382225841258364
553.586,0.02648087365914653
553.874,0.026579574807731366
554.153,0.026678323385653412
554.423,0.026777110248973533
554.686,0.026875926253752604
554.945,0.0269747622560515
555.201,0.027073609111931084
555.457,0.027172457678701536
555.715,0.02727129986154411
555.975,0.02737013051658373
556.238,0.027468945015636258
556.507,0.027567738730517558
556.78,0.02766650703304348
557.061,0.027765245295029894
557.349,0.027863948888292654
557.646,0.0279626133715293
557.951,0.02806124240264728
558.261,0.028159850670472858
558.571,0.02825845365465458
558.88,0.028357066834840995
559.182,0.028455705690680646
559.476,0.028554385701822078
559.757,0.02865312234791384
560.023,0.028751926386798732
560.276,0.028850788978362525
560.519,0.02894969619868267
560.755,0.02904863412382745
560.987,0.02914758882986517
561.219,0.02924654639286412
561.453,0.029345492888892592
561.693,0.029444414396699835
561.941,0.029543301068395
562.196,0.029642155331594366
562.457,0.029740981917063695
562.723,0.02983978555556878
562.993,0.02993857097787538
563.266,0.030037342914749264
563.541,0.030136106096956217
563.817,0.03023486524314481
564.093,0.030333624528757236
564.368,0.030432387378758686
564.641,0.03053115716318068
564.913,0.03062993725205477
565.181,0.03072873101541247
565.445,0.030827541823285322
565.705,0.030926373045704857
565.96,0.03102522738392016
566.21,0.03112410306946605
566.456,0.03122299650173095
566.699,0.03132190407455542
566.94,0.031420822181780016
567.179,0.0315197472172453
567.417,0.03161867557479182
567.655,0.031717603648260116
567.894,0.031816528366158704
568.134,0.031915449087636855
568.375,0.03201436586219398
568.617,0.03211327873937661
568.86,0.03221218776873128
569.103,0.03231109299980455
569.347,0.032409994482142934
569.593,0.03250889209673588
569.839,0.032607784299360176
570.087,0.03270666882933237
570.337,0.032805543420547166
570.59,0.032904405806899274
570.846,0.03300325372228341
571.106,0.03310208490059426
571.371,0.03320089707572656
571.639,0.033299689533324496
571.91,0.033398470046834716
572.182,0.03349724927710672
572.451,0.03359603788739131
572.716,0.033694846540939315
572.974,0.03379368590100155
573.223,0.03389256663082882
573.46,0.03399149917709827
573.686,0.03409048413198125
573.903,0.03418950838796574
574.114,0.03428855782567012
574.323,0.03438761832571275
574.533,0.03448667576871203
574.746,0.03458571603528633
574.967,0.03468472500605403
575.197,0.03478369092655518
575.436,0.034882616603114015
575.682,0.03498151037918742
575.933,0.03508038060898183
576.188,0.03517923564670369
576.444,0.03527808384655943
576.699,0.03537693356275549
576.953,0.03547579264341238
577.204,0.035574665720273624
577.451,0.0356735561656893
577.693,0.035772467349074605
577.929,0.03587140263984477
578.16,0.03597036540741501
578.384,0.036069359021200516
578.6,0.036168386850615186
578.808,0.03626745022234095
579.01,0.03636654250428928
579.208,0.03646565512634818
579.402,0.036564779518405706
579.596,0.036663907110349864
579.791,0.03676302933206868
579.99,0.036862137613450204
580.193,0.03696122363380469
580.402,0.037060284569467826
580.616,0.03715932296384941
580.834,0.03725834158378664
581.056,0.03735734319611669
581.281,0.03745633056767674
581.509,0.03755530646530398
581.738,0.03765427365583559
581.969,0.03775323496793883
582.201,0.0378521939098791
582.432,0.03795115441045913
