JOB_NUM,Q1,Q2,Q3,EN,SN,FN,F,SLOPE,MAPE,ROC_BEGIN,ROC_THREE,KAPPA,SIM_TIME
1,0.9,0.9,0.81,0.25,0.1,0.03,0.0013,0.0,18.029134514983273,,,2.5,73.88720273971558
2,0.9,0.9,0.81,0.25,0.1,0.09,0.0015,799.0196769157251,4.72385989601994,,,2.5,39.38880133628845
3,0.9,0.9,2.5600000000000005,0.4,0.2,0.03,0.0013,0.0,6.6055391128841325,,,2.5,35.69747066497803
4,0.9,1.1,0.81,0.4,0.2,0.03,0.0015,799.0196769157251,7.078417383224091,,,2.5,28.440837621688843
5,0.9,1.1,2.5600000000000005,0.25,0.2,0.09,0.0013,799.0196769157251,5.923379373550053,,,2.5,39.55571746826172
6,0.9,1.1,2.5600000000000005,0.4,0.1,0.09,0.0015,0.0,8.498411093307832,,,2.5,50.64026951789856
7,1.6,0.9,2.5600000000000005,0.4,0.1,0.03,0.0015,799.0196769157251,7.15473324250987,,,2.5,27.66439127922058
8,1.6,0.9,2.5600000000000005,0.25,0.2,0.09,0.0015,0.0,9.184775520859118,,,2.5,50.4946813583374
9,1.6,0.9,0.81,0.4,0.2,0.09,0.0013,799.0196769157251,3.1629121964311553,,,2.5,44.88216781616211
10,1.6,1.1,2.5600000000000005,0.25,0.1,0.03,0.0013,799.0196769157251,4.837219739507622,,,2.5,37.923139572143555
11,1.6,1.1,0.81,0.4,0.1,0.09,0.0013,0.0,6.635115407267064,,,2.5,37.42872619628906
12,1.6,1.1,0.81,0.25,0.2,0.03,0.0015,0.0,6.9870299237622,,,2.5,54.13359761238098
