RF,U
0.0,0.0
2482.535290956497,0.016293875873088837
4941.118214607239,0.03258775174617767
5133.179761886597,0.03869795426726341
5356.056115627289,0.04786325618624687
5547.662933349609,0.06161121651530266
5709.394474983215,0.08223315328359604
5886.724010467529,0.11316605657339096
6091.2075209617615,0.15956540405750275
6346.051214694977,0.22916443645954132
6641.954301357269,0.3335629999637604
6958.181847572327,0.49016082286834717
7241.548516750336,0.7250575423240662
7398.176322937012,0.9857595562934875
7453.7650418281555,1.2464615106582642
7452.463682174683,1.2490686178207397
7446.672487735748,1.252979040145874
7436.210802078247,1.2588448524475098
7418.860564231873,1.2676435708999634
7390.642131328583,1.280841588973999
7344.68977355957,1.3006386756896973
7269.250935554504,1.3303343057632446
7143.357822418213,1.374877691268921
7003.650034427643,1.4194210767745972
6847.437526702881,1.4639644622802734
6558.547863960266,1.530779480934143
5922.169315814972,1.6310020685195923
5746.859052181244,1.6560577154159546
5564.504357337952,1.681113362312317
5495.005117416382,1.69050931930542
5388.683132648468,1.7046030759811401
5362.277751922607,1.7081265449523926
5335.000356674194,1.711650013923645
5294.8003487586975,1.716935157775879
5274.13626909256,1.719542145729065
5253.700260639191,1.722149133682251
5253.700260639191,1.722149133682251
