RF,U
0.0,0.0
2482.535290956497,0.016293875873088837
4941.00066614151,0.03258775174617767
5132.913780212402,0.03869795426726341
5355.598729610443,0.04786325618624687
5546.896224975586,0.06161121651530266
5708.137553215027,0.08223315328359604
5884.69252204895,0.11316605657339096
6087.9344663619995,0.15956540405750275
6340.732090473175,0.22916443645954132
6633.158145904541,0.3335629999637604
6943.370242595673,0.49016082286834717
7215.640287876129,0.7250575423240662
7357.8039474487305,0.9857595562934875
7375.790255069733,1.0509350299835205
7391.94606590271,1.148698329925537
7394.633003234863,1.1853594779968262
7395.0455412864685,1.1887965202331543
7394.815331935883,1.193951964378357
7395.19816493988,1.1991075277328491
7394.7328362464905,1.2042629718780518
7394.431135177612,1.2094184160232544
7393.757081031799,1.2120254039764404
7391.049964904785,1.214632511138916
7387.196277141571,1.217239499092102
7382.805451869965,1.219846487045288
7375.6133913993835,1.223757028579712
7363.9473304748535,1.2296228408813477
7345.179917812347,1.2384215593338013
7314.881538391113,1.251619577407837
7265.4801235198975,1.2714166641235352
7183.741665363312,1.301112174987793
7045.266644001007,1.3456555604934692
6890.128544807434,1.3901989459991455
6718.272253990173,1.4347423315048218
6425.158905506134,1.501557469367981
5920.103549957275,1.6017800569534302
5785.5985407829285,1.6268357038497925
5647.211371421814,1.6518913507461548
5432.909733295441,1.6894748210906982
5350.610839366913,1.7035685777664185
5222.885960102081,1.724709391593933
5174.604486465454,1.7326370477676392
5098.336021661758,1.7445287704467773
5078.893652915955,1.7475016117095947
5059.018984794617,1.7504745721817017
5059.018984794617,1.7504745721817017
