RF,U
0.0,0.0
2482.535290956497,0.016293875873088837
4939.052914619446,0.03258775174617767
5130.204791069031,0.03869795426726341
5352.577510356903,0.04786325618624687
5543.610610485077,0.06161121651530266
5704.698236942291,0.08223315328359604
5881.142873764038,0.11316605657339096
6084.307645320892,0.15956540405750275
6337.083326816559,0.22916443645954132
6629.686096191406,0.3335629999637604
6940.508090019226,0.49016082286834717
7214.62326669693,0.7250575423240662
7359.548530578613,0.9857595562934875
7378.186336517334,1.0509350299835205
7396.734371185303,1.148698329925537
7397.661602973938,1.1578636169433594
7398.340931892395,1.1716115474700928
7398.902471542358,1.1767669916152954
7399.581422328949,1.1845002174377441
7400.941519737244,1.196100115776062
7400.914146900177,1.20045006275177
7401.173875331879,1.204800009727478
7401.475619316101,1.209149956703186
7401.285750865936,1.213499903678894
7401.100519657135,1.220024824142456
7399.793100833893,1.2298121452331543
7396.26895904541,1.2395994663238525
7392.154441833496,1.2493869066238403
7387.715498447418,1.2591742277145386
7380.579305648804,1.2738553285598755
7368.963426113129,1.2958768606185913
7349.578009605408,1.328909158706665
7316.146573066711,1.37845778465271
7255.317929267883,1.4527804851531982
7136.260395526886,1.5642647743225098
6982.804783821106,1.6757489442825317
6794.3554611206055,1.7872331142425537
6569.229447364807,1.8987172842025757
6291.284010410309,2.0102014541625977
6212.484443664551,2.0380725860595703
6128.279000759125,2.065943479537964
5983.1348876953125,2.107750177383423
5925.830637931824,2.123427629470825
5900.697330951691,2.1293065547943115
5867.005232810974,2.13812518119812
5811.212070941925,2.151353120803833
5787.596305370331,2.15631365776062
5775.257355690002,2.1589205265045166
5762.667781352997,2.161527633666992
5749.234499931335,2.1641345024108887
5749.234499931335,2.1641345024108887
