RF,U
0.0,0.0
2482.535290956497,0.016293875873088837
4940.974660396576,0.03258775174617767
5132.914900302887,0.03869795426726341
5355.667191028595,0.04786325618624687
5547.095355510712,0.06161121651530266
5708.557371139526,0.08223315328359604
5885.467113494873,0.11316605657339096
6089.288059234619,0.15956540405750275
6343.05829668045,0.22916443645954132
6637.185247421265,0.3335629999637604
6950.430652618408,0.49016082286834717
7228.541618347168,0.7250575423240662
7378.580150127411,0.9857595562934875
7398.541762828827,1.0509350299835205
7419.27374124527,1.148698329925537
7422.2233119010925,1.1853594779968262
7425.041859149933,1.1991075277328491
7425.73176240921,1.2025444507598877
7425.682570934296,1.2059814929962158
7425.744655609131,1.2094184160232544
7426.057163715363,1.2128554582595825
7426.30121421814,1.216292381286621
7426.4739599227905,1.2197294235229492
7426.108920574188,1.2223364114761353
7425.973169326782,1.2249433994293213
7426.128878116608,1.2275505065917969
7425.49991607666,1.2314610481262207
7417.794177532196,1.237326741218567
7407.967252254486,1.2431925535202026
7397.292788028717,1.2490583658218384
7380.234627246857,1.257857084274292
7352.889563083649,1.2710551023483276
7308.743159770966,1.2908521890640259
7236.616884231567,1.3205478191375732
7117.190360069275,1.36509108543396
6915.069123268127,1.4319062232971191
6561.178724765778,1.5321288108825684
6151.126058101654,1.6323513984680176
5680.128037452698,1.7325739860534668
5553.255250930786,1.757629632949829
5420.460997104645,1.7826852798461914
5370.459260463715,1.7920812368392944
5292.565336704254,1.8061749935150146
5260.581427574158,1.8114601373672485
5217.22499704361,1.8193879127502441
5199.6488881111145,1.822360873222351
5173.748143672943,1.8268202543258667
5133.808436632156,1.8335093259811401
5117.158960580826,1.8361163139343262
5092.536899805069,1.84002685546875
5074.689316034317,1.842633843421936
5055.352796792984,1.845240831375122
5055.352796792984,1.845240831375122
