RF,U
0.0,0.0
2482.535290956497,0.016293875873088837
4941.273289680481,0.03258775174617767
5133.344140052795,0.03869795426726341
5356.152594089508,0.04786325618624687
5547.6146941185,0.06161121651530266
5709.084698677063,0.08223315328359604
5885.985685825348,0.11316605657339096
6089.767582416534,0.15956540405750275
6343.434335231781,0.22916443645954132
6637.285531044006,0.3335629999637604
6949.871349811554,0.49016082286834717
7226.254539012909,0.7250575423240662
7373.526174068451,0.9857595562934875
7392.829118728638,1.0509350299835205
7411.998791694641,1.148698329925537
7412.933993339539,1.1578636169433594
7413.63760471344,1.1670289039611816
7414.263163566589,1.176194190979004
7414.558968544006,1.179631233215332
7415.0622844696045,1.1847866773605347
7415.948122501373,1.1925199031829834
7416.702133655548,1.2041198015213013
7417.049687862396,1.2084696292877197
7416.641452789307,1.2149945497512817
7416.568528652191,1.2215194702148438
7416.568528652191,1.2215194702148438
