RF,U
0.0,0.0
5439.416917800903,0.07167325168848038
5902.715458393097,0.14334650337696075
6195.294619560242,0.21501974761486053
6545.587841510773,0.3225296139717102
6919.994540691376,0.4837944507598877
7251.16906785965,0.7256916761398315
7435.299018383026,1.0123846530914307
7459.652181625366,1.0840579271316528
7483.304368495941,1.1915677785873413
7488.871263027191,1.2318840026855469
7494.232357978821,1.2923582792282104
7495.904064178467,1.298027753829956
7496.184708118439,1.3008947372436523
7495.921268939972,1.303761601448059
7495.498839378357,1.308061957359314
7496.081214904785,1.3145126104354858
7495.615306377411,1.3209631443023682
7495.749223709106,1.32741379737854
7495.3642501831055,1.3338643312454224
7494.788903236389,1.3367313146591187
7493.428217411041,1.3410316705703735
7484.9732875823975,1.3474823236465454
7473.671293735504,1.3539328575134277
7461.240096092224,1.3603835105895996
7441.180366516113,1.3700593709945679
7408.68955039978,1.384573221206665
7355.422947883606,1.406343936920166
7266.392729282379,1.439000129699707
7112.745778560638,1.487984299659729
6835.277941703796,1.5614604949951172
6720.079711437225,1.5890141725540161
6536.219249248505,1.6303445100784302
6233.427320480347,1.6923401355743408
6111.490661621094,1.7155885696411133
5921.597807407379,1.7504611015319824
5848.877720355988,1.7635382413864136
5819.433696746826,1.768442153930664
5777.597038269043,1.7757980823516846
5760.566381454468,1.7786650657653809
5734.734412193298,1.7829654216766357
5717.693514823914,1.785832405090332
5700.199494361877,1.7886992692947388
5682.243035793304,1.791566252708435
5682.243035793304,1.791566252708435
