RF,U
0.0,0.0
5441.618140220642,0.07167325168848038
5906.615324497223,0.14334650337696075
6200.931244850159,0.21501974761486053
6554.136789321899,0.3225296139717102
6933.593797206879,0.4837944507598877
7274.017439365387,0.7256916761398315
7471.933870792389,1.0123846530914307
7547.5535225868225,1.2990776300430298
7554.033645629883,1.370750904083252
7551.064314842224,1.3774702548980713
7539.186721324921,1.3841896057128906
7525.05539226532,1.39090895652771
7509.854290485382,1.3976284265518188
7485.619636058807,1.4077074527740479
7446.776473522186,1.4228260517120361
7383.92590045929,1.445503830909729
7280.817558288574,1.4795206785202026
7108.266677379608,1.5305458307266235
6810.603480815887,1.6070836782455444
6279.697466373444,1.7218903303146362
5665.437446594238,1.836696982383728
5501.281000137329,1.865398645401001
5329.129609107971,1.8941004276275635
5265.152458667755,1.9048634767532349
5164.878804683685,1.9210082292556763
5007.821999073029,1.9452252388000488
4947.25313949585,1.9543066024780273
4923.566209316254,1.957712173461914
4887.679490327835,1.9628204107284546
4868.440643548965,1.9656873941421509
4836.4717490673065,1.9699877500534058
4815.390191316605,1.9728546142578125
4793.075123310089,1.9757215976715088
4793.075123310089,1.9757215976715088
