JOB_NUM,Q1,Q2,Q3,EN,SN,FN,F,SLOPE,MAPE,ROC_BEGIN,ROC_THREE,KAPPA,SIM_TIME
1.0,0.9,0.9,0.81,0.25,0.1,0.03,0.0013,0.0,19.143260450940883,nan,nan,2.5,80.74168634414673
2.0,0.9,0.9,0.81,0.25,0.1,0.09,0.0015,1059.361788552612,6.549815185454979,-12.593445265485904,nan,2.5,48.29141497612
3.0,0.9,0.9,2.5600000000000005,0.4,0.2,0.03,0.0013,0.0,15.938142137113903,-1.6025591569134896,-1.6025591569134896,2.5,57.95539999008179
4.0,0.9,1.1,0.81,0.4,0.2,0.03,0.0015,1059.361788552612,7.262570385933653,-3.9602300216690765,0.35637760023933707,2.5,23.387916803359985
5.0,0.9,1.1,2.5600000000000005,0.25,0.2,0.09,0.0013,1059.361788552612,6.668206393147095,-3.118763514448447,-4.634967871983404,2.5,24.19958019256592
6.0,0.9,1.1,2.5600000000000005,0.4,0.1,0.09,0.0015,0.0,5.931845786218212,-2.6422829329445343,-0.6653622998577204,2.5,35.80764436721802
7.0,1.6,0.9,2.5600000000000005,0.4,0.1,0.03,0.0015,1059.361788552612,7.340932591226424,-1.9670546432857432,0.33636309903966444,2.5,23.1616051197052
8.0,1.6,0.9,2.5600000000000005,0.25,0.2,0.09,0.0015,0.0,9.633451701199046,-1.3585441071059765,1.850802957490417,2.5,56.74833846092224
9.0,1.6,0.9,0.81,0.4,0.2,0.09,0.0013,1059.361788552612,6.686357911263537,-1.5571128174596682,-0.32728733998144355,2.5,24.817402601242065
10.0,1.6,1.1,2.5600000000000005,0.25,0.1,0.03,0.0013,1059.361788552612,6.785253231792276,-1.3731119132387342,-1.4240992347033852,2.5,22.421406507492065
11.0,1.6,1.1,0.81,0.4,0.1,0.09,0.0013,0.0,6.040609134798893,-1.310265131614199,-0.32287438823232195,2.5,40.40946221351624
12.0,1.6,1.1,0.81,0.25,0.2,0.03,0.0015,0.0,8.160108665559811,-0.998468344125552,0.6874277168837675,2.5,60.088154315948486
13.0,0.9179493909594308,0.9365866740985396,1.6129723691574238,0.3071920366096402,0.1869244322438497,0.0454436887025197,0.0013902141909391,0.0608737302966068,5.8599537496263965,-1.1069422251095407,-0.09032769258624818,2.5,34.33876347541809
14.0,0.9146203844997602,0.9929225516835694,2.15941919060832,0.3741272104711117,0.1486951997306301,0.0815040879719541,0.0014318101862798,143.69747276026328,11.997658557020475,-0.5496616841477237,1.9187749457303322,2.0,53.8176703453064
15.0,0.9159871719027188,1.020050849775901,2.094323479782393,0.3389283704197938,0.1879389602371657,0.0747839802322027,0.0014257182399787,143.70876384855927,11.845941354946335,-0.5212370782853248,2.9929938026599694,2.0,51.85671758651733
16.0,0.9562236816382708,0.9220425982827576,2.429644089473708,0.3686621294671503,0.1912928911051488,0.0354495422039694,0.0014532488898001,0.1147344390289513,5.888104335739204,-0.8836770743467786,-3.054777110640636,2.0,29.88657641410828
17.0,1.0873029534274243,0.9006810007498278,2.187647466281451,0.3069165715623331,0.1403709569045213,0.0402484889839461,0.0014753112307245,143.81389943135594,12.90183246920096,-0.3900892488587452,0.5279455571273122,1.5,47.87441611289978
18.0,1.159768737022957,1.0976405208249391,2.331851024711613,0.2717292597940168,0.1542850838675143,0.0739067751941438,0.0013581826511905,143.83486771231205,8.513077169009062,-0.6253048989371659,1.312486416634929,1.5,49.7584719657898
19.0,1.0848789023867629,0.9702544565588064,0.9526156520162056,0.3195755652081227,0.1419339056829944,0.0418950654978092,0.0014216607990683,0.0483505182078732,10.941450118802026,-0.45565612956326984,-0.980191175199467,1.5,47.74448299407959
20.0,1.1255111848904242,0.9294196769048472,2.344269532022607,0.2965028633600126,0.1613090956144994,0.0364568708620707,0.0014187608964855,143.82117342032626,12.14078404184425,-0.3685513899524543,1.8138534364175944,1.0,49.958800077438354
21.0,0.925450882948069,0.9738499438892544,2.0892536061558578,0.2591009272266017,0.1325986245738982,0.0564895512780633,0.0014721314628208,143.59107403778535,5.840114505447716,-0.6651572972746583,-2.5506678066771546,2.5,33.64482069015503
22.0,1.2161170072642986,0.9280110888940932,2.2777862030962583,0.3994930918388737,0.1370563399876109,0.0427645351721059,0.0013058653840584,143.77306435642683,5.910488434489032,-0.6301320007834215,-3.1151478036776092,2.0,31.728826761245728
23.0,1.1479761928691257,1.0237664346381006,2.022739726234373,0.3988532965468666,0.1789047549456259,0.0699372293419516,0.0013699942505523,143.8699438329222,5.869969336550174,-0.6033314142904868,0.014927415551228673,1.5,27.735360860824585
24.0,1.1175926889988117,0.991120140795294,2.4458285090230425,0.3914362430528342,0.1204965364022664,0.0668420094143568,0.0014765810974938,143.82800910021095,5.912495020573779,-0.5752506708855263,0.0010032930423733433,1.0,31.842790842056274
25.0,1.037336106408033,0.9413563490468768,2.2368624089858016,0.2740522746432516,0.1733681436450283,0.0756199568442822,0.0013779351832855,143.62673736478945,12.486341049637758,-0.2773716417209635,3.3081858565437923,1.0,53.86795783042908
26.0,1.1235171166920412,0.9970583880157308,0.9919040830219596,0.3206525668892218,0.149664329023872,0.0365718804481836,0.0014258274598145,0.0236592229196318,5.878016001345118,-0.5306097779838306,-0.017239509614330295,1.0,27.76247239112854
27.0,1.2154190006832883,0.9814535813509098,2.1335047988841422,0.3600974295993943,0.1217111969815017,0.0454901729052443,0.0014473809032759,369.8529332281341,7.354816899171316,-0.4534016750680603,-2.5657620752332213,0.5,55.93853163719177
28.0,1.181420463740679,0.996758271515234,1.7172819480080184,0.2827689802697672,0.1189548643430805,0.0674896956306167,0.0013610494441937,1058.812007550962,6.693516758415366,-0.4611016182416858,0.40775037853512375,0.0,19.85723376274109
29.0,1.566534042885004,0.9736035632518524,1.13988777584672,0.3701314939952325,0.1149513820287014,0.0481657698637997,0.0014228060499485,842.1938243013198,6.240099891111544,-0.4608271628510478,-0.5573585040298856,0.0,28.064531803131104
30.0,1.489556248726259,0.9460552005017026,2.0578240557249003,0.2921857568037246,0.1076464484407726,0.0641607061572916,0.001448337805922,540.4901031036661,6.344307419892591,-0.44134320796718246,-0.17460466926138762,2.5,43.76018285751343
31.0,1.015896733409651,0.9106124262742604,1.327331662701105,0.2542261661481593,0.1096481886780081,0.0594003400477646,0.0013896638917594,31.244207083263525,13.019377758054729,-0.20412942309620513,3.389638933471592,2.5,56.06265997886658
32.0,0.9838833215754204,0.957969173716901,1.1562702939502367,0.306587064204921,0.145870771770828,0.0504846726910714,0.0014215685646994,23.45442732685134,5.858962445503748,-0.4285257421108753,-0.24267248719442147,2.5,27.986740112304688
33.0,0.943484202746022,0.9501512730982982,1.2812089149586707,0.3204939551933186,0.1311318091596069,0.071834137884869,0.0014352239953281,33.711805430436094,5.85526683698847,-0.4152498004360129,-3.5820554605331294,2.5,27.95247721672058
34.0,0.9901701824965808,0.9911329537881464,1.801060250985668,0.2975574138389226,0.1770565266609449,0.0304441703615453,0.0014125298438036,46.26168200705651,12.259520497431977,-0.2085981804093608,3.2002790259641145,2.0,49.79040312767029
35.0,1.0092518925405505,0.9364214972602636,2.166444841586216,0.283668029058792,0.1007847518355049,0.0746298414660951,0.0014694980333868,44.640482198089394,12.196765519754276,-0.2043086744466649,3.170749341382903,0.0,51.94648313522339
36.0,1.233106658806416,0.9931458481283528,1.7728215593245766,0.2775428484192773,0.1261676558110143,0.0639047934005324,0.0014092566991158,466.67511279521216,6.941586179250585,-0.3486192649054371,-2.658967159090696,0.0,47.92053127288818
37.0,1.04275555824958,0.9611649312928272,2.21415244324825,0.2600722273190305,0.1156904178587848,0.0715512856641459,0.0014238213268819,40.01683987553969,5.833683681321128,-0.36971046582277095,-3.181540919216574,2.5,31.70478081703186
38.0,0.9028537610509572,0.9518485924892328,1.552476783014336,0.3271936240877727,0.150082239894208,0.0750682741692552,0.0013516116185218,44.341114840039566,12.67951041361244,-0.17469594695482274,2.868962117180928,2.5,47.89180612564087
39.0,0.9638960187403728,0.9085446096231116,1.721524180699522,0.276523162819614,0.1372440672263933,0.0416085023282941,0.0013776984582403,42.76976797363169,5.86229408784571,-0.34949911481829404,0.014305203262290789,2.5,31.83208060264588
40.0,0.9028854054029052,1.0154369717341878,1.2558529071731568,0.2689641479535817,0.1145852618741472,0.0894142090842899,0.001380456239707,13.304770086612171,11.25674216514376,-0.20221841758454162,-0.7113841242343408,2.5,43.81008505821228
41.0,1.0934872141476817,1.068350457715051,1.7578877107017752,0.289666426956975,0.1497731399671411,0.0784762434796526,0.0014632185507872,173.00520519196618,8.821521872778604,-0.25804346445405696,1.479613892466447,2.5,47.92866778373718
42.0,0.9712627333516186,0.9020228197787642,1.4891902467331604,0.3033670456969627,0.1208891605956391,0.0886407806299794,0.0013897476376864,14.12946089971377,12.800325186454916,-0.1547057381581943,0.7717915106555786,0.0,58.004525661468506
43.0,0.9828662866756044,1.0283683627533695,1.4545028027664708,0.2873448041963898,0.1517084825255793,0.0724040471955557,0.0014375768494395,11.820744450344074,10.445478255620154,-0.20709005226954116,0.8119781914207751,0.0,54.89996886253357
44.0,1.2750664086611758,0.9003538748063603,0.9986864716776882,0.3011801684308549,0.1522575317487007,0.0335760077624863,0.0014599538425316,0.0450986092717572,5.871270772567788,-0.30865092275286266,-3.464527206943564,2.5,31.30364227294922
45.0,0.9515351068810458,0.9274231087626588,1.5538965602315935,0.3090139514896288,0.1042664302501918,0.060560382196051,0.001382353972216,17.038285979759685,12.879237550971672,-0.14236415681748207,1.2168796476757588,2.5,53.97421479225159
46.0,0.9126995564899384,1.0227468553757026,1.0462025303214644,0.2511489131012827,0.1557604073518444,0.0803913628270991,0.0013417693594045,4.275452845138335,5.831054186286529,-0.29582680588120785,-0.020108293140629563,2.5,27.964943408966064
47.0,0.9182768307980306,1.0022820330819573,1.953691851582921,0.3103508356055619,0.1336800449645915,0.0368905514730141,0.0013348890161529,23.6441601850838,5.8826858591615965,-0.288273360690854,-3.4982758459050376,2.5,34.49429655075073
48.0,0.9258533715609236,0.9059582105953712,1.4659150499102358,0.3617592431591359,0.1497396818903256,0.0472632518334591,0.0014119987336326,35.89312957576868,15.602216030897637,-0.075341370639218,4.885580922305554,2.0,70.17361521720886
49.0,0.9982708570166636,0.9396202978169758,2.21130299518219,0.3505701265267603,0.1313424178159243,0.063521389706745,0.0013834609604734,1025.7393146408715,7.001296389092117,-0.2529575846218493,0.5593052649652601,0.0,19.91752338409424
50.0,0.9486960671035496,0.935182571558989,1.3931529817633943,0.2957297432104882,0.1606567729188247,0.07873857673431,0.001489020843965,33.83154929609366,12.854151173915296,-0.1283491689188895,-1.3740324284911702,0.0,52.2698016166687
51.0,0.988457411738376,0.9033876447955016,1.6539636104706317,0.3293904072751387,0.1647314767436791,0.0753236362688713,0.0014716492264327,17.13004702225191,12.839640610172149,-0.1260723968153747,2.919172110540016,2.5,60.23741388320923
52.0,0.9451577043425534,0.9703024643040372,2.366068891986351,0.3270893866894271,0.1524269607036688,0.0430144709755289,0.0014087894841417,0.0790568814141802,13.222708542812414,-0.1160892531005582,0.1842786844485591,2.5,47.957510232925415
53.0,1.2788724245080458,1.005387196447416,1.2174279477333552,0.2560693953535793,0.1551463790520472,0.0390256113732943,0.0014280460161251,0.0130222769319464,9.694433324662937,-0.18170821396688358,-1.572603642754606,2.5,52.15829396247864
54.0,1.1438091984932537,1.0206351761543295,1.98496746304832,0.2946398101069995,0.1041444321286108,0.0739160152984672,0.0013866653074165,0.0285391808090334,9.224911646259915,-0.18713865669209373,-1.9988984482762495,2.5,44.01444458961487
55.0,1.071924388678403,0.9309231588421928,1.939392293751417,0.3429295362285214,0.1213461371945466,0.0339519522854185,0.0013711369057948,0.0561898000900339,12.026597077664016,-0.1317900624680901,1.1660818765005398,2.0,41.97338795661926
56.0,1.5317819758673377,0.909401022980632,2.2672061403749773,0.3030316767561319,0.133256461646774,0.0441119613212657,0.0014092933034061,0.0015029079291491,9.732337473472624,-0.17110769049942287,0.2537129136063543,0.0,42.15937852859497
57.0,0.9113926749759532,1.0248571750114392,2.1156695949096056,0.3231983619312173,0.1564940400830303,0.069526353108436,0.0013639223401196,0.0639608473374911,11.110949878258015,-0.14343411736933692,-0.45782359970300046,0.0,50.244948625564575
58.0,1.3246192622400113,0.986843029058465,1.632017262994398,0.3474707425645761,0.1505973538675139,0.0485775590972598,0.0014581025281686,0.0493451024683063,5.874133656703569,-0.23279169814451425,-1.9291019083845273,2.5,28.250215530395508
59.0,1.4857035190024352,0.9935301568163742,2.453668230785142,0.3198019727531704,0.1535454764622828,0.0813975265328905,0.0014431012233664,0.0196264598888212,5.839293539597757,-0.22937873985074353,-2.635828169330129,2.5,27.64715051651001
60.0,1.0098040008142115,0.9399659754419252,2.23890670747086,0.3684909853767114,0.1112628600973652,0.0760104524784952,0.0014206968946135,0.0137784231477841,11.29904531248337,-0.13295279895690698,2.7124558278899005,2.5,45.82757210731506
