RF,U
0.0,0.0
5441.248353481293,0.07167325168848038
5906.417906761169,0.14334650337696075
6200.9906940460205,0.21501974761486053
6554.667130470276,0.3225296139717102
6935.021102905273,0.4837944507598877
7277.255696296692,0.7256916761398315
7478.104597568512,1.0123846530914307
7557.536654472351,1.2990776300430298
7613.053018093109,1.585770606994629
7689.501092910767,1.8724637031555176
7755.892592430115,2.159156560897827
7817.395017623901,2.445849657058716
7871.3602957725525,2.7325427532196045
7896.310830593109,2.8669300079345703
