RF,U
0.0,0.0
5437.029878139496,0.07167325168848038
5900.233578681946,0.14334650337696075
6192.96199798584,0.21501974761486053
6543.702387809753,0.3225296139717102
6919.264729499817,0.4837944507598877
7253.112047672272,0.7256916761398315
7441.642646789551,1.0123846530914307
7505.823333740234,1.2990776300430298
7545.404365539551,1.585770606994629
7602.395636558533,1.8724637031555176
7648.770408630371,2.159156560897827
7684.628185272217,2.445849657058716
7709.886033535004,2.7325427532196045
7718.575446128845,2.8669300079345703
