TRUE_STRESS,PLASTIC_STRAIN
297.217,0.0
312.529,9.349083970484938e-06
327.344,2.1638824506482442e-05
341.691,3.670043150886268e-05
354.367,6.165138977098092e-05
363.7,0.00010639894006957227
370.094,0.00016854220213323922
374.891,0.0002401425748883631
379.436,0.0003132354240157026
384.755,0.0003817485193267191
390.58,0.00044725932389182285
396.32,0.0005132779546021698
401.388,0.0005832762763152799
405.505,0.0006589019727782264
408.829,0.0007392171661228372
411.554,0.0008230876184791075
413.869,0.0009093790919770324
415.968,0.000996957348746605
418.019,0.0010848100937026362
420.061,0.0011727219258450736
422.075,0.0012607975154843814
424.044,0.0013491423985769312
425.949,0.0014378621110790989
427.773,0.0015270621889472563
429.499,0.0016168481681377782
431.111,0.001707303418443308
432.614,0.0017984028076250312
434.019,0.0018900880566997688
435.334,0.001982300878425251
436.57,0.0020749829855592067
437.737,0.0021680760908593644
438.844,0.002261521907083454
439.901,0.0023552623633056645
440.916,0.002449251604851766
441.894,0.0025434622862195735
442.839,0.0026378686053223684
443.755,0.00273244476007343
444.647,0.0028271649483860347
445.519,0.002922003368173465
446.375,0.0030169342173489984
447.22,0.0031119316938259156
448.058,0.0032069710590460735
448.89,0.0033020470911911074
449.713,0.003397171679026308
450.526,0.00349235729100119
451.327,0.003587616395565268
452.113,0.003682961461168057
452.883,0.0037784049562590684
453.634,0.0038739593492878215
454.364,0.00396963701280605
455.073,0.004065441776712205
455.762,0.00416136231422214
456.433,0.004257385741931388
457.09,0.004353499176435483
457.733,0.004449689734329953
458.366,0.004545944532210335
458.99,0.004642250686672156
459.607,0.004738595314310951
460.22,0.0048349662089478
460.83,0.004931358704190428
461.435,0.005027772844452386
462.037,0.005124208746040663
462.636,0.0052206665252622474
463.23,0.005317146298424133
463.821,0.005413648181833303
464.408,0.0055101722917967515
464.991,0.0056067187484593875
465.571,0.005703288120845966
466.146,0.0057998818415531716
466.717,0.0058965014412590035
467.284,0.005993148450641463
467.845,0.006089824400378553
468.401,0.006186530821148273
468.952,0.006283269243628623
469.498,0.006380041198497607
470.037,0.0064768481302810025
470.57,0.00657368942440961
471.099,0.006670562363166069
471.622,0.00676746413386893
472.141,0.006864391923836747
472.656,0.006961342920388078
473.167,0.007058314310841471
473.676,0.007155303282515483
474.182,0.007252307022728663
474.686,0.0073493227233133035
475.189,0.007446347599814316
475.69,0.007543378875536304
476.191,0.007640413773788318
476.692,0.007737449517879402
477.193,0.007834483331118601
477.695,0.007931512436814964
478.198,0.008028534058277536
478.702,0.008125545418815359
479.209,0.008222544932969103
479.717,0.008319535899553098
480.226,0.008416522869030427
480.735,0.008513510391864855
481.243,0.00861050301852015
481.75,0.008707505299460076
482.253,0.008804521785148397
482.754,0.008901557026048883
483.251,0.008998615487019423
483.744,0.009095698739618342
484.233,0.009192804830630372
484.718,0.009289931593394557
485.2,0.009387076861249951
485.68,0.009484238467535589
486.157,0.009581414245590527
486.632,0.009678602028753806
487.105,0.009775799650364469
487.577,0.009873004986962253
488.048,0.009970216812272503
488.518,0.010067434746694599
488.987,0.010164658443715655
489.455,0.01026188755682279
489.922,0.01035912173950312
490.388,0.010456360645243759
490.854,0.010553603927531827
491.319,0.010650851239854438
491.783,0.010748102247590506
492.247,0.010845356775790755
492.71,0.010942614763702525
493.173,0.011039876153048335
493.635,0.01113714088555071
494.096,0.011234408902932171
494.557,0.011331680146915244
495.017,0.011428954559222451
495.477,0.011526232081690017
495.937,0.011623512907275958
496.395,0.011720798013025672
496.853,0.011818088528592292
497.309,0.011915385583628951
497.765,0.01201269030778877
498.218,0.012110003830724879
498.671,0.012207327282090414
499.121,0.012304661791538492
499.569,0.012402008488706602
500.015,0.012499368048893046
500.459,0.012596739504231416
500.901,0.012694121515510116
501.342,0.012791512743517551
501.781,0.012888911849042117
502.219,0.012986317492872226
502.657,0.013083728335796279
503.093,0.01318114303860268
503.53,0.013278560321929499
503.965,0.013375980258304127
504.4,0.013473404258587313
504.835,0.013570833790778197
505.268,0.013668270322875927
505.699,0.01376571532287963
506.129,0.013863170258788454
506.557,0.013960636598601535
506.983,0.01405811579519669
507.406,0.014155608941137272
507.827,0.014253116761573953
508.246,0.014350639965116239
508.661,0.014448179260373652
509.074,0.014545735355955713
509.484,0.014643308960471935
509.891,0.01474090078253184
510.294,0.01483851110570224
510.696,0.014936135110690533
511.096,0.01503376460757357
511.497,0.015131391346618301
511.899,0.015229007078091678
512.305,0.015326603552260652
512.716,0.015424172519392165
513.133,0.015521705823368155
513.556,0.01561920067745939
513.985,0.015716662478207147
514.418,0.01581409731005903
514.855,0.015911511257462638
515.294,0.016008910404865576
515.735,0.016106300836715444
516.176,0.016203688637459843
516.617,0.01630108001305349
517.055,0.01639848248335033
517.491,0.016495904371286646
517.922,0.016593354011315353
518.346,0.016690839737889363
518.763,0.016788369885461597
519.172,0.016885952788484968
519.57,0.01698359660763832
519.957,0.017081301856538045
520.336,0.01717905856601894
520.708,0.01727685600825161
521.075,0.01737468345540666
521.439,0.017472530179654683
521.801,0.017570385453166297
522.164,0.017668238548112097
522.529,0.017766079340484613
522.897,0.017863900894003377
523.269,0.017961697320484093
523.646,0.0180594627323716
524.03,0.018157191242110744
524.421,0.01825487696214636
524.82,0.01835251400492329
525.228,0.018450096820222254
525.645,0.018547630228205797
526.067,0.01864513111868919
526.492,0.01874261706113265
526.916,0.018840105624996398
527.337,0.018937614379740658
527.751,0.019035160894825643
528.156,0.019132762724286524
528.55,0.01923043063858748
528.934,0.01932815801325824
529.309,0.019425935474689963
529.678,0.019523753649273817
530.041,0.01962160316340096
530.401,0.019719474643462562
530.758,0.01981735871584979
531.115,0.019915246018018057
531.472,0.020013129945636646
531.83,0.020111010264451466
532.189,0.02020888763664562
532.548,0.0203067627244022
532.907,0.020404636189904315
533.266,0.020502508695335056
533.626,0.020600380902877528
533.985,0.020698253345418454
534.345,0.020796124365517504
534.705,0.020893990478470587
535.067,0.020991848143638334
535.431,0.021089693820381394
535.797,0.021187523968060402
536.167,0.021285335046035997
536.541,0.021383123580340967
536.918,0.021480891469477945
537.296,0.021578649841902112
537.674,0.02167641073579532
538.05,0.021774186189339417
538.421,0.021871988240716254
538.786,0.021969828928107685
539.142,0.022067720262494817
539.489,0.022165668099261376
539.827,0.022263664363685255
540.159,0.022361699065429667
540.486,0.02245976221415785
540.811,0.02255784381953302
541.133,0.02265593389121839
541.456,0.022754022438877197
541.781,0.022852100300861832
542.108,0.022950165242898772
542.436,0.023048218480156226
542.767,0.02314626125298591
543.099,0.02324429480173953
543.433,0.0233423203667688
543.767,0.02344033918842543
544.103,0.023538352507061124
544.439,0.023636361269360348
544.776,0.023734364441070004
545.115,0.023832360169141583
545.455,0.023930346597933305
545.797,0.024028321871803388
546.141,0.024126284135110043
546.488,0.02422423153221149
546.837,0.02432216227894641
547.19,0.0244200772529767
547.544,0.02451798072357423
547.899,0.02461587718014
548.255,0.024713771112075022
548.61,0.0248116670087803
548.965,0.024909569359656828
549.317,0.02500748265410562
549.667,0.025105411503928733
550.013,0.025203361361577154
550.355,0.02530133803263017
550.691,0.025399347323884335
551.021,0.02549739504213621
551.343,0.025595486994182355
551.657,0.025693628986819317
551.961,0.025791826825185313
552.256,0.02589008162905189
552.544,0.025988379582045786
552.827,0.02608670389803826
553.108,0.026185037790900572
553.391,0.02628336447450397
553.677,0.026381667162719714
553.971,0.026479929069419064
