RF,U
0.0,0.0
5441.337856769562,0.07167325168848038
5906.787612915039,0.14334650337696075
6201.67179441452,0.21501974761486053
6555.883370399475,0.3225296139717102
6937.186629295349,0.4837944507598877
7281.159635066986,0.7256916761398315
7484.494540214539,1.0123846530914307
7566.010666847229,1.2990776300430298
7570.680933475494,1.3169959783554077
7572.2735233306885,1.3349143266677856
7574.421017169952,1.352832555770874
7575.59595823288,1.370750904083252
7576.6190185546875,1.3886692523956299
7576.705135345459,1.3931487798690796
7576.705135345459,1.3931487798690796
