RF,U
0.0,0.0
5434.277311325073,0.07167325168848038
5893.766131401062,0.14334650337696075
6182.5933837890625,0.21501974761486053
6526.875813007355,0.3225296139717102
6891.667119026184,0.4837944507598877
7207.389046192169,0.7256916761398315
7371.724110126495,1.0123846530914307
7391.716640949249,1.0840579271316528
7407.217189788818,1.1915677785873413
7407.751171112061,1.2016468048095703
7408.365820407867,1.2117258310317993
7408.636616706848,1.2218049764633179
7409.186137199402,1.229364275932312
7409.595947265625,1.2369234561920166
7409.620391845703,1.2482624053955078
7409.689326286316,1.251129388809204
7409.765624046326,1.2539962530136108
7409.821482181549,1.2568632364273071
7409.633059501648,1.2597302198410034
7408.741697311401,1.2640305757522583
7408.316771030426,1.2704811096191406
7406.66485118866,1.2801570892333984
7405.441751003265,1.2837854623794556
7401.882059574127,1.2892282009124756
7385.220610141754,1.2973922491073608
7363.088210582733,1.305556297302246
7338.630208015442,1.3137202262878418
7298.837989807129,1.3259663581848145
7233.687683105469,1.3443354368209839
7125.682843208313,1.3718889951705933
6942.389576435089,1.4132194519042969
6619.154314994812,1.4752150774002075
6487.110916137695,1.4984633922576904
6273.1722111701965,1.5333359241485596
6189.1097774505615,1.5464130640029907
6056.710422039032,1.5660289525985718
5841.723182678223,1.5954525470733643
5785.405944824219,1.6028084754943848
5762.781608104706,1.605675458908081
5728.846685409546,1.609975814819336
5728.846685409546,1.609975814819336
